ICAO,IATA,Name,City,Country,Altitude,Latitude,Longitude
EGMC,SEN,SOUTHEND,SOUTHEND,ENGLAND,15,51.571,0.696
DISG,SEO,N/A,SEGUELA,IVORY COAST,0,0,0
GQNS,SEY,SELIBADY,SELIBABI,MAURITANIA,80,15.179,-12.207
FSIA,SEZ,SEYCHELLES INTERNATIONAL,MAHE,SEYCHELLES,4,-4.674,55.522
DTTX,SFA,THYNA,SFAX,TUNISIA,26,34.718,10.691
KNRJ,SFB,N/A,SANFORD,USA,0,0,0
SVSR,SFD,SAN FERNANDO DE APURE,SAN FERNANDO DE APURE,VENEZUELA,47,7.883,-67.444
KSFF,SFF,FELTS FLD,SPOKANE,USA,596,47.683,-117.322
TFFG,SFG,GRAND CASE,ST. MARTIN,ANTILLES,3,18.1,-63.047
SVSP,SFH,SUB TENIENTE NESTOR ARIAS,SAN FELIPE,VENEZUELA,232,10.279,-68.755
GMMS,SFI,N/A,SAFI,MALTA,0,0,0
BGSF,SFJ,KANGERLUSSUAQ SONDRE STROMFJORD,SONDRESTROM,GREENLAND,51,67.017,-50.689
SAAV,SFN,SAUCE VIEJO,SANTA FE,ARGENTINA,18,-31.712,-60.812
KSFO,SFO,SAN FRANCISCO INTERNATIONAL,SAN FRANCISCO,USA,4,37.619,-122.375
ESNS,SFT,SKELLEFTEA,SKELLEFTEA,SWEDEN,48,64.625,21.077
KSFZ,SFZ,NORTH CENTRAL STATE,SMITHFIELD,USA,135,41.921,-71.491
OASN,SGA,N/A,SHEGHNAN,AFGHANISTAN,0,0,0
USRR,SGC,SURGUT,SURGUT,RUSSIA,61,61.25,73.5
EKSB,SGD,SONDERBORG,SOENDERBORG,DENMARK,8,54.964,9.792
KSGF,SGF,Springfield–Branson National Airport,SPRINGFIELD,USA,N/A,N/A,N/A
VVTS,SGN,TANSONNHAT INTERNATIONAL,HO CHI MINH CITY,VIET NAM,11,10.82,106.662
KSGU,SGU,St. George Regional Airport,ST. GEORGE,USA,N/A,N/A,N/A
SAVS,SGV,N/A,SIERRA GRANDE,ARGENTINA,0,0,0
HTSO,SGX,N/A,SONGEA,TANZANIA,0,0,0
PAGY,SGY,SKAGWAY,SKAGWAY,USA,14,59.46,-135.316
ZSSS,SHA,HONGQIAO INTERNATIONAL,SHANGHAI,CHINA,4,31.198,121.336
RJCN,SHB,NAKASHIBETSU,NAKASHIBETSU,JAPAN,72,43.577,144.96
KSHD,SHD,Shenandoah Valley Regional Airport,STAUNTON / WAYNESBORO / HARRISONBURG,USA,N/A,N/A,N/A
RORS,SHI,SHIMOJISHIMA,SHIMOJISHIMA,JAPAN,17,24.827,125.145
OMSJ,SHJ,SHARJAH INTERNATIONAL,SHARJAH,UNITED ARAB EMIRATES,34,25.328,55.517
FXSH,SHK,N/A,SEHONGHONG,LESOTHO,0,0,0
RJBD,SHM,NANKI SHIRAHAMA,NANKI-SHIRAHAMA,JAPAN,91,33.662,135.364
RKND,SHO,SOKCHO,SOKCH'O,KOREA,31,38.148,128.601
KSHR,SHR,Sheridan County Airport,SHERIDAN,USA,N/A,N/A,N/A
ZHSS,SHS,N/A,SHASHI,CHINA,0,0,0
KSHV,SHV,SHREVEPORT RGNL,SHREVEPORT,USA,79,32.446,-93.826
OESH,SHW,SHARURAH,SHARURAH,SAUDI ARABIA,721,17.467,47.121
HTSY,SHY,N/A,SHINYANGA,TANZANIA,0,0,0
ZLXG,SIA,N/A,XI'AN,CHINA,0,0,0
FCBS,SIB,N/A,SIBITI,CONGO,0,0,0
GVAC,SID,AMILCAR CABRAL INTERNATIONAL,AMILCAR CABRAL,CAPE VERDE ISLANDS,54,16.741,-22.949
VNSI,SIF,SIMARA,SIMARA,NEPAL,138,27.159,84.98
TJIG,SIG,FERNANDO LUIS RIBAS DOMINICCI,SAN JUAN,PUERTO RICO,4,18.457,-66.098
GMMF,SII,SIDI IFNI,SIDI IFINI,MOROCCO,58,29.369,-10.18
BISI,SIJ,SIGLUFJORDHUR,SIGLUFJORDUR,ICELAND,4,66.133,-18.917
WSSS,SIN,SINGAPORE CHANGI,SINGAPORE,SINGAPORE,7,1.356,103.987
UKFF,SIP,SIMFEROPOL,SIMFEROPOL,RUSSIA,195,45.039,33.983
WIKS,SIQ,DABO,SINGKEP,INDONESIA,29,-0.479,104.579
LSGS,SIR,SION,SION,SWITZERLAND,482,46.219,7.327
FASS,SIS,SISHEN,SISHEN,SOUTH AFRICA,1173,-27.648,22.999
PASI,SIT,SITKA ROCKY GUTIERREZ,SITKA,USA,8,57.047,-135.361
MNSI,SIU,N/A,SIUNA,NICARAGUA,0,0,0
SLJO,SJB,SAN JOAQUIN,SAN JOAQUIN,BOLIVIA,140,-13.053,-64.662
KSJC,SJC,NORMAN Y MINETA SAN JOSE INTERNATIONAL,SAN JOSE,USA,18,37.362,-121.929
MMSD,SJD,LOS CABOS INTERNATIONAL,SAN JOSE DEL CABO,MEXICO,110,23.152,-109.721
SKSJ,SJE,JORGE E GONZALEZ TORRES,SAN JOSE DEL GUAVIARE,COLOMBIA,185,2.579,-72.639
RPVS,SJI,ANTIQUE,SAN JOSE,PHILIPPINES,8,10.766,121.932
LQSA,SJJ,SARAJEVO,SARAJEVO,BOSNIA-HERCEGOVINA,521,43.824,18.331
SBSJ,SJK,SAO JOSE DOS CAMPOS,SAO JOSE DOS CAMPOS,BRAZIL,647,-23.229,-45.861
MROC,SJO,JUAN SANTAMARIA INTERNATIONAL,SAN JOSE,COSTA RICA,921,9.994,-84.209
SBSR,SJP,SAO JOSE DO RIO PRETO,SAO JOSE DO RIO PRETO,BRAZIL,544,-20.816,-49.406
KSJT,SJT,SAN ANGELO RGNL MATHIS FLD,SAN ANGELO,USA,585,31.358,-100.496
TJSJ,SJU,LUIS MUNOZ MARIN INTERNATIONAL,SAN JUAN,PUERTO RICO,3,18.439,-66.002
LPSJ,SJZ,SAO JORGE,SAO JORGE ISLAND,ACORES,95,38.665,-28.176
KSKA,SKA,FAIRCHILD AFB,SPOKANE,USA,751,47.615,-117.656
TKPK,SKB,ROBERT L BRADSHAW,BASSE TERRE,ST. KITTS & NEVIS,52,17.311,-62.719
UTSS,SKD,SAMARKAND,SAMARKAND,RUSSIA,678,39.701,66.985
ENSN,SKE,SKIEN GEITERYGGEN,SKIEN,NORWAY,142,59.185,9.567
KSKF,SKF,LACKLAND AFB KELLY FLD ANNEX,SAN ANTONIO,USA,211,29.384,-98.581
LGTS,SKG,MAKEDONIA,THESSALONIKI,GREECE,7,40.52,22.971
ENSK,SKN,N/A,STOKMARKNES,NORWAY,0,0,0
DNSO,SKO,SADIQ ABUBAKAR III INTERNATIONAL,SOKOTO,NIGERIA,307,12.916,5.207
LWSK,SKP,SKOPJE,SKOPJE,FORMER MACEDONIA,239,41.961,21.621
EKSP,SKS,SKRYDSTRUP,SKRYDSTRUP,DENMARK,43,55.225,9.264
LGSY,SKU,SKYROS,SKIROS,GREECE,15,38.968,24.487
HESC,SKV,ST CATHERINE INTERNATIONAL,ST. CATHERINE,EGYPT,1332,28.685,34.063
KSKY,SKY,GRIFFING SANDUSKY,SANDUSKY,USA,177,41.433,-82.652
OPSK,SKZ,SUKKUR,SUKKUR,PAKISTAN,60,27.722,68.792
SASA,SLA,SALTA,SALTA,ARGENTINA,1243,-24.856,-65.486
KSLC,SLC,SALT LAKE CITY INTERNATIONAL,SALT LAKE CITY,USA,1289,40.788,-111.978
LZSL,SLD,SLIAC,SLIAC,SLOVAKIA,318,48.638,19.134
OESL,SLF,SULAYEL,SULAYEL,SAUDI ARABIA,617,20.465,45.619
NVSC,SLH,N/A,SOLA,VANUATU,0,0,0
OOSA,SLL,SALALAH,SALALAH,OMAN,23,17.039,54.091
LESA,SLM,SALAMANCA,SALAMANCA,SPAIN,791,40.952,-5.502
KSLN,SLN,Salina Regional Airport,SALINA,USA,N/A,N/A,N/A
MMSP,SLP,PONCIANO ARRIAGA INTERNATIONAL,SAN LUIS POTOSI,MEXICO,1851,22.254,-100.931
TLPC,SLU,GEORGE F L CHARLES,CASTRIES,ST. LUCIA ISLAND,7,14.02,-60.993
MMIO,SLW,PLAN DE GUADALUPE INTERNATIONAL,SALTILLO,MEXICO,1457,25.549,-100.929
MBSY,SLX,N/A,SALT CAY,TURKS & CAICOS I.,0,0,0
SBSL,SLZ,MARECHAL CUNHA MACHADO,SAO LUIS,BRAZIL,55,-2.589,-44.236
LPAZ,SMA,SANTA MARIA,SANTA MARIA (ISLAND),ACORES,94,36.971,-25.171
KSMF,SMF,SACRAMENTO INTERNATIONAL,SACRAMENTO,USA,9,38.695,-121.591
LGSM,SMI,SAMOS,SAMOS,GREECE,7,37.69,26.912
MYLS,SML,STELLA MARIS,STELLA MARIS,BAHAMAS,4,23.583,-75.269
SKSM,SMR,SIMON BOLIVAR,SANTA MARTA,COLOMBIA,7,11.119,-74.231
FMMS,SMS,SAINTE MARIE,SAINTE MARIE,MADAGASCAR,3,-17.094,49.816
LSXM,SMV,N/A,ST. MORITZ,SWITZERLAND,0,0,0
KSMX,SMX,Santa Maria Public Airport (Capt G. Allan Hancock Field),SANTA MARIA,USA,N/A,N/A,N/A
GOTS,SMY,N/A,SIMENTI,SENEGAL,0,0,0
KSNA,SNA,JOHN WAYNE ARPT ORANGE CO,SANTA ANA,USA,18,33.676,-117.868
SESA,SNC,GENERAL ULPIANO PAEZ,SALINAS,ECUADOR,4,-2.205,-80.989
GVSN,SNE,PREGUICA,SAO NOCOLAU ISLAND,CAPE VERDE ISLANDS,204,16.588,-24.284
GLGE,SNI,N/A,GREENVILLE,LIBERIA,0,0,0
EINN,SNN,SHANNON,SHANNON,IRELAND,15,52.702,-8.925
VTUI,SNO,SAKON NAKHON,SAKON NAKHON,THAILAND,162,17.195,104.119
PASN,SNP,ST PAUL ISLAND,ST. PAUL ISLAND,USA,20,57.167,-170.22
LFRZ,SNR,MONTOIR,ST.-NAZAIRE,FRANCE,4,47.312,-2.149
MUSC,SNU,ABEL SANTAMARIA,SANTA CLARA,CUBA,104,22.492,-79.944
VYTD,SNW,THANDWE,THANDWE,MYANMAR,7,18.461,94.299
WRSQ,SOC,ADI SUMARMO WIRYOKUSUMO,SOLO CITY,INDONESIA,129,-7.516,110.757
FCOS,SOE,N/A,SOUANKE,CONGO,0,0,0
LBSF,SOF,SOFIA,SOFIA,BULGARIA,531,42.695,23.406
ENSG,SOG,SOGNDAL HAUKASEN,SOGNDAL,NORWAY,499,61.156,7.136
ENSR,SOJ,SORKJOSEN,SORKJOSEN,NORWAY,1,69.787,20.959
FXSM,SOK,N/A,SEMONKONG,LESOTHO,0,0,0
SVST,SOM,SAN TOME,SAN TOME,VENEZUELA,263,8.945,-64.151
ESCL,SOO,N/A,SODERHAMN,SWEDEN,0,0,0
WASS,SOQ,JEFMAN,SORONG,INDONESIA,4,-0.926,131.12
EFSO,SOT,SODANKYLA,SODANKYLA,FINLAND,184,67.395,26.619
EGHI,SOU,SOUTHAMPTON,SOUTHAMPTON,ENGLAND,14,50.95,-1.357
LFKS,SOZ,SOLENZARA,SOLENZARA,CORSE ISL.,9,41.924,9.406
KSPB,SPB,SCAPPOOSE INDUSTRIAL AIRPARK,SAN LUIS,USA,18,45.773,-122.862
GCLA,SPC,LA PALMA,SANTA CRUZ DE LA PALMA,SPAIN,33,28.626,-17.756
VGSD,SPD,SAIDPUR,SAIDPUR,BANGLADESH,39,25.759,88.909
KSPG,SPG,ALBERT WHITTED,ST. PETERSBURG,USA,3,27.765,-82.627
KSPI,SPI,Abraham Lincoln Capital Airport,SPRINGFIELD,USA,N/A,N/A,N/A
RJCJ,SPK,CHITOSE,CHITOSE,JAPAN,27,42.794,141.666
ETAD,SPM,SPANGDAHLEM AB,SPANGDAHLEM,GERMANY,365,49.973,6.692
PGSN,SPN,SAIPAN INTERNATIONAL,SAIPAN,MARIANA ISLANDS,66,15.119,145.729
FNME,SPP,MENONGUE,MENONGUE,ANGOLA,1363,-14.658,17.72
KSPS,SPS,SHEPPARD AFB WICHITA FALLS MUNI,WICHITA FALLS,USA,311,33.989,-98.492
LDSP,SPU,SPLIT,SPLIT,CROATIA,25,43.539,16.298
DISP,SPY,SAN PEDRO,SAN PEDRO,IVORY COAST,8,4.747,-6.661
WIOS,SQC,SUSILO,SINTANG,INDONESIA,30,0.064,111.475
SLSU,SRE,JUANA AZURDUY DE PADILLA,SUCRE,BOLIVIA,2905,-19.007,-65.289
WIIS,SRG,ACHMAD YANI,SEMARANG,INDONESIA,4,-6.973,110.375
FTTA,SRH,SARH,SARH,CHAD,366,9.151,18.379
WRLS,SRI,TEMINDUNG,SAMARINDA,INDONESIA,11,-0.484,117.157
SLSB,SRJ,CAPITAN GERMAN QUIROGA G,SAN BORJA,BOLIVIA,194,-14.857,-66.737
ENSO,SRP,SOERSTOKKEN,STORD,NORWAY,49,59.792,5.341
KSRQ,SRQ,Sarasota–Bradenton International Airport,SARASOTA,USA,N/A,N/A,N/A
HUSO,SRT,SOROTI,SOROTI,UGANDA,1127,1.728,33.623
SLCZ,SRZ,N/A,SANTA CRUZ,BOLIVIA,0,0,0
SBSV,SSA,DEPUTADO LUIS EDUARDO MAGALHAES,SALVADOR,BRAZIL,20,-12.911,-38.331
KSSC,SSC,SHAW AFB,SUMTER,USA,74,33.973,-80.473
VASL,SSE,SHOLAPUR,SHOLAPUR,INDIA,481,17.628,75.935
FGSL,SSG,MALABO,MALABO,EQUATORIAL GUINEA,24,3.755,8.709
ENST,SSJ,STOKKA,SANDNESSJOEN,NORWAY,18,65.957,12.469
RKSM,SSN,SEOUL AB,SEOUL EAST,KOREA,29,37.446,127.114
NVSH,SSR,N/A,SARA,VANUATU,0,0,0
LTAQ,SSX,SAMSUN AIRPORT,SAMSUN,TURKEY,160,41.276,36.304
FNBC,SSY,MBANZA CONGO,M'BANZA-CONGO,ANGOLA,567,-6.27,14.247
SBST,SSZ,SANTOS AIR BASE,SANTOS,BRAZIL,4,-23.925,-46.288
EKVJ,STA,STAUNING,STAUNING,DENMARK,6,55.99,8.354
SVSZ,STB,SANTA BARBARA DEL ZULIA,SANTA BARBARA,VENEZUELA,10,8.974,-71.943
KSTC,STC,St. Cloud Regional Airport,ST. CLOUD,USA,N/A,N/A,N/A
SVSO,STD,MAYOR BUENAVENTURA VIVAS,SANTO DOMINGO,VENEZUELA,331,7.565,-72.035
MDST,STI,CIBAO INTERNATIONAL,SANTIAGO,DOMINICAN REPUBLIC,173,19.409,-70.616
KSTL,STL,LAMBERT ST LOUIS INTERNATIONAL,ST. LOUIS,USA,185,38.748,-90.36
SBSM,STM,SANTA MARIA,SANTAREM,BRAZIL,88,-29.711,-53.688
EGSS,STN,STANSTED,LONDON,ENGLAND,107,51.885,0.235
EDDS,STR,STUTTGART,STUTTGART,GERMANY,389,48.69,9.222
KSTS,STS,Charles M. Schulz–Sonoma County Airport,SANTA ROSA,USA,N/A,N/A,N/A
TIST,STT,CYRIL E KING,ST. THOMAS,VIRGIN ISL.,8,18.337,-64.973
SBSC,STU,SANTA CRUZ,RIO DE JANEIRO,BRAZIL,4,-22.932,-43.719
VASU,STV,SURAT,SURAT,INDIA,16,21.115,72.743
URMT,STW,SHPAKOVSKOYE,STAVROPOL,RUSSIA,453,45.109,42.113
TISX,STX,HENRY E ROHLSEN,ST. CRIOX ISLAND,VIRGIN ISL.,20,17.702,-64.798
SUSO,STY,NUEVA HESPERIDES INTERNATIONAL,SALTO,URUGUAY,57,-31.44,-57.991
WRSJ,SUB,JUANDA,SURABAYA,INDONESIA,3,-7.38,112.787
LICA,SUF,LAMEZIA TERME,LAMEZIA,ITALY,13,38.906,16.242
OOSR,SUH,N/A,SUR,OMAN,0,0,0
UGSS,SUI,SUKHUMI DRANDA,SUKHUMI,GEORGIA,17,42.858,41.128
LRSM,SUJ,SATU MARE,SATU MARE,ROMANIA,127,47.703,22.886
OPSU,SUL,SUI,SUI,PAKISTAN,24,28.645,69.177
KSUN,SUN,Friedman Memorial Airport,HAILEY / SUN VALLEY,USA,N/A,N/A,N/A
HTSU,SUT,N/A,SUMBAWANGA,TANZANIA,0,0,0
KSUU,SUU,TRAVIS AFB,FAIRFIELD,USA,19,38.263,-121.927
NFNA,SUV,NAUSORI INTERNATIONAL,NAUSORI,FIJI,6,-18.043,178.559
KSUX,SUX,SIOUX GATEWAY COL BUD DAY FLD,SIOUX CITY,USA,335,42.402,-96.384
FMNS,SVB,SAMBAVA SUD,SAMBAVA,MADAGASCAR,7,-14.279,50.175
TVSV,SVD,E T JOSHUA,KINGSTOWN,ST.VINCENT/GRENADINES,21,13.144,-61.211
ENZV,SVG,STAVANGER SOLA,STAVANGER,NORWAY,9,58.877,5.638
SKSV,SVI,EDUARDO FALLA SOLANO,SAN VINCENTE DE CAGUAN,COLOMBIA,281,2.152,-74.766
ENSH,SVJ,N/A,SVOLVAER,NORWAY,0,0,0
EFSA,SVL,SAVONLINNA,SAVONLINNA,FINLAND,95,61.943,28.945
KSVN,SVN,HUNTER AAF,HUNTER AAF,USA,13,32.01,-81.146
UUEE,SVO,SHEREMETYEVO,MOSCOW,RUSSIA,193,55.972,37.415
FNKU,SVP,KUITO,KUITO,ANGOLA,1713,-12.404,16.947
LEZL,SVQ,SEVILLA,SEVILLA,SPAIN,34,37.418,-5.893
NFNS,SVU,N/A,SAVU SAVU,FIJI,0,0,0
PASV,SVW,SPARREVOHN LRRS,SPARREVOHN,USA,484,61.097,-155.574
USSS,SVX,KOLTSOVO,SVERDLOVSK,RUSSIA,233,56.741,60.804
SVSA,SVZ,SAN ANTONIO DEL TACHIRA,SAN ANTONIO,VENEZUELA,400,7.852,-72.435
ZGOW,SWA,WAI SHA AIRPORT,SHANTOU,CHINA,0,23.4,116.683
KSWF,SWF,STEWART INTERNATIONAL,NEWBURGH,USA,150,41.504,-74.105
WRRS,SWG,SUMBAWA BESAR,SUMBAWA,INDONESIA,5,-8.489,117.412
NVSX,SWJ,N/A,SOUTH WEST BAY,VANUATU,0,0,0
KSWO,SWO,Stillwater Regional Airport,STILLWATER,USA,N/A,N/A,N/A
FASM,SWP,N/A,SWAKOPMUND,NAMIBIA,0,0,0
EGFH,SWS,SWANSEA,SWANSEA,ENGLAND,92,51.605,-4.068
FBSW,SWX,N/A,SHAKAWE,BOTSWANA,0,0,0
WMBA,SWY,N/A,SITIAWAN,MALAYSIA,0,0,0
LFST,SXB,ENTZHEIM,STRASSBOURG,FRANCE,154,48.538,7.628
EDDB,SXF,SCHONEFELD,BERLIN,GERMANY,48,52.38,13.523
EISG,SXL,SLIGO,SLIGO,IRELAND,4,54.28,-8.599
TNCM,SXM,PRINCESS JULIANA INTERNATIONAL,PHILIPSBURG,ANTILLES,4,18.041,-63.109
VISR,SXR,SRINAGAR,SRINAGAR,INDIA,1664,33.987,74.774
HASD,SXU,N/A,SODO,ETHIOPIA,0,0,0
PASY,SYA,EARECKSON AS,SHEMYA,USA,30,52.712,174.114
YSSY,SYD,KINGSFORD SMITH INTERNATIONAL AIRPORT,SYDNEY,AUSTRALIA,7,-33.946,151.177
KSYR,SYR,SYRACUSE HANCOCK INTERNATIONAL,SYRACUSE,USA,129,43.111,-76.106
ZGSY,SYX,N/A,SANYA,CHINA,0,0,0
EGPO,SYY,STORNOWAY,STORNOWAY,UK,8,58.214,-6.329
OISS,SYZ,SHIRAZ SHAHID DASTGHAIB INTERNATIONAL,SHIRAZ,IRAN,1500,29.539,52.589
FNSO,SZA,SOYO,SOYO,ANGOLA,5,-6.141,12.372
LOWS,SZG,SALZBURG,SALZBURG,AUSTRIA,431,47.793,13.004
FASZ,SZK,SKUKUZA,SKUKUZA,SOUTH AFRICA,311,-24.961,31.589
KSZL,SZL,WHITEMAN AFB,KNOBNOSTER,USA,266,38.73,-93.548
EDOP,SZW,SCHWERIN PARCHIM,PARCHIM,GERMANY,51,53.427,11.783
ZGSZ,SZX,BAOAN,SHENZHEN,CHINA,4,22.639,113.812
EPSC,SZZ,GOLENIOW,SZCZECHIN,POLAND,47,53.585,14.902
TTCP,TAB,CROWN POINT,SCARBOROUGH,TRINIDAD & TOBAGO,11,11.149,-60.832
RPVA,TAC,DANIEL Z ROMUALDEZ,TACLOBAN,PHILIPPINES,4,11.227,125.028
RKTN,TAE,DAEGU AB,TAEGU,KOREA,36,35.894,128.659
DAOL,TAF,TAFARAOUI,ORAN,ALGERIA,112,35.542,-0.532
ODTZ,TAI,N/A,TAIZ,YEMEN,0,0,0
RJOT,TAK,TAKAMATSU,TAKAMATSU,JAPAN,186,34.214,134.016
PATA,TAL,RALPH M CALHOUN,TANANA,USA,70,65.174,-152.109
MMTM,TAM,GENERAL FRANCISCO JAVIER MINA INTERNATIONAL,TAMPICO,MEXICO,25,22.296,-97.866
ZSQD,TAO,LIUTING,QINGDAO,CHINA,10,36.263,120.375
MMTP,TAP,TAPACHULA INTERNATIONAL,TAPACHULA,MEXICO,36,14.794,-92.37
LIBG,TAR,GROTTAGLIE,GROTTAGLIE,ITALY,66,40.516,17.402
UTTT,TAS,YUZHNY,TASHKENT,UZBEKISTAN,431,41.257,69.282
LZTT,TAT,TATRY,POPRAD,SLOVAKIA,719,49.073,20.241
SUTB,TAW,TACUAREMBO,TACUAREMBO,URUGUAY,135,-31.749,-55.926
NGTE,TBF,TABITEUEA NORTH,TABITEUEA NORTH,KIRIBATI,3,-1.224,174.776
KTBN,TBN,WAYNESVILLE RGNL ARPT AT FORNEY FLD,FORT LEONARDWOOD,USA,354,37.741,-92.141
HTTB,TBO,N/A,TABORA,TANZANIA,0,0,0
SPME,TBP,PEDRO CANGA,TUMBES,PERU,26,-3.552,-80.381
UGGG,TBS,LOCHINI,TBILISI,GEORGIA,495,41.669,44.955
SBTT,TBT,TABATINGA,TABATINGA,BRAZIL,86,-4.256,-69.936
NFTF,TBU,FUA AMOTU INTERNATIONAL,TONGATAPU,TONGA,39,-21.241,-175.15
FBTS,TBY,N/A,TSHABONG,BOTSWANA,0,0,0
OITT,TBZ,TABRIZ INTERNATIONAL,TABRIZ,IRAN,1360,38.133,46.235
MYAT,TCB,TREASURE CAY,TREASURE CAY,BAHAMAS,4,26.745,-77.391
KTCC,TCC,TUCUMCARI MUNI,TUCUMCARI,USA,1240,35.183,-103.603
LRTC,TCE,CATALOI,TULCEA,ROMANIA,61,45.062,28.714
FOOT,TCH,TCHIBANGA,TCHIBANGA,GABON,82,-2.889,10.919
KTCM,TCM,MC CHORD AFB,TACOMA,USA,99,47.138,-122.476
MMHC,TCN,TEHUACAN,TEHUACAN,MEXICO,1680,18.497,-97.42
SKCO,TCO,LA FLORIDA,TUMACO,COLOMBIA,3,1.814,-78.749
SPTN,TCQ,CORONEL FAP CARLOS CIRIANI SANTA ROSA,TACNA,PERU,469,-18.053,-70.276
KTCS,TCS,TRUTH OR CONSEQUENCES MUNI,TRUTH OR CONSEQUENCES,USA,1480,33.237,-107.272
FATN,TCU,THABA NCHU,THABA NCHU,BOPHUTHATSWANA,1503,-29.319,26.823
SKTD,TDA,TRINIDAD,TRINIDAD,COLOMBIA,199,5.43,-71.658
SLTR,TDD,TTE AV JORGE HENRICH ARAUZ,TRINIDAD,BOLIVIA,156,-14.819,-64.918
SAZT,TDL,TANDIL,TANDIL,ARGENTINA,175,-37.237,-59.228
FMSN,TDV,N/A,TANANDAVA,MADAGASCAR,0,0,0
MHTE,TEA,TELA,TELA,HONDURAS,3,15.776,-87.476
KTEB,TEB,TETERBORO,TETERBORO,USA,3,40.85,-74.061
EKTS,TED,THISTED,THISTED,DENMARK,8,57.069,8.705
DABS,TEE,CHEIKH LARBI TEBESSI,TEBESSA,ALGERIA,812,35.431,8.121
DFET,TEG,N/A,TENKODOGO,BURKINA FASO,0,0,0
VETJ,TEI,N/A,TEZU,INDIA,0,0,0
LPLA,TER,LAJES,LAJES (TERCEIRA ISLAND),ACORES,55,38.764,-27.093
HATS,TES,N/A,TESSENEI,ETHIOPIA,0,0,0
FQTT,TET,TETE CHINGOZI,TETE,MOZAMBIQUE,161,-16.105,33.64
NZMO,TEU,MANAPOURI,MANAPOURI,NEW ZEALAND,210,-45.533,167.65
BITE,TEY,N/A,THINGEYRI,ICELAND,0,0,0
SBTF,TFF,TEFE,TEFE,BRAZIL,57,-3.383,-64.724
GCXO,TFN,TENERIFE NORTE,TENERIFE,CANARY ISLANDS,632,28.482,-16.341
GCTS,TFS,TENERIFE SUR,TENERIFE,CANARY ISLANDS,64,28.044,-16.572
LYPG,TGD,PODGORICA,PODGORICA,YUGOSLAVIA,37,42.359,19.252
WMKN,TGG,SULTAN MAHMUD,KUALA TERENGGANU,MALAYSIA,7,5.382,103.103
NVST,TGH,N/A,TONGOA,VANUATU,0,0,0
SPGM,TGI,TINGO MARIA,TINGO MARIA,PERU,613,-9.29,-76.006
NWWA,TGJ,N/A,TIGA,NEW CALEDONIA,0,0,0
LRTM,TGM,VIDRASAU,TIRGU MURES,ROMANIA,294,46.468,24.412
ZBTL,TGO,N/A,TONGLIAO,CHINA,0,0,0
DAUK,TGR,SIDI MAHDI,TOUGGOURT,ALGERIA,86,33.068,6.089
HTTG,TGT,TANGA,TANGA,TANZANIA,40,-5.092,39.071
MHTG,TGU,TONCONTIN INTERNATIONAL,TEGUCIGALPA,HONDURAS,1005,14.061,-87.217
MMTG,TGZ,FRANCISCO SARABIA,TUXTLA GUTIERREZ,MEXICO,1052,16.769,-93.341
GLTN,THC,N/A,TCHIEN,LIBERIA,0,0,0
SBTE,THE,SENADOR PETRONIO PORTELLA,TERESINA,BRAZIL,67,-5.06,-42.823
EDDI,THF,TEMPELHOF,BERLIN,GERMANY,50,52.473,13.404
GQNC,THI,N/A,TICHITT,MAURITANIA,0,0,0
VLTK,THK,N/A,THAKHEK,LAOS,0,0,0
VYTL,THL,TACHILEK,TACHILEK,MYANMAR,391,20.484,99.935
ESGT,THN,TROLLHATTAN VANERSBORG,TROLLHATTAN,SWEDEN,42,58.318,12.345
BITH,THO,N/A,THORSHOFN,ICELAND,0,0,0
OIII,THR,MEHRABAD INTERNATIONAL,TEHERAN,IRAN,1208,35.689,51.313
GQNT,THT,N/A,TAMCHAKETT,MAURITANIA,0,0,0
BGTL,THU,THULE AIR BASE,THULE,GREENLAND,77,76.531,-68.703
FATH,THY,P R MPHEPHU,THOHOYANDOU,SOUTH AFRICA,616,-23.079,30.383
DRRT,THZ,TAHOUA,TAHOUA,NIGER,386,14.876,5.265
LATI,TIA,TIRANA RINAS,TIRANA,ALBANIA,39,41.415,19.721
DAOB,TID,BOU CHEKIF,TIARET,ALGERIA,990,35.341,1.463
HATP,TIE,N/A,TIPPI,ETHIOPIA,0,0,0
OETF,TIF,TAIF,TAIF,SAUDI ARABIA,1478,21.483,40.544
NTGC,TIH,TIKEHAU,TIKEHAU,FRENCH POLYNESIA,2,-15.119,-148.231
MMTJ,TIJ,GENERAL ABELARDO L RODRIGUEZ INTERNATIONAL,TIJUANA,MEXICO,153,32.541,-116.97
KTIK,TIK,TINKER AFB,OKLAHOMA CITY,USA,394,35.415,-97.386
WABP,TIM,MOSES KILANGIN,TIMIKA,INDONESIA,32,-4.528,136.887
DAOF,TIN,TINDOUF,TINDOUF,ALGERIA,443,27.7,-8.167
HLLT,TIP,TRIPOLI INTERNATIONAL,TRIPOLI,LIBYA,81,32.663,13.159
PGWT,TIQ,Tinian International Airport (West Tinian),TINIAN ISLAND,USA,N/A,N/A,N/A
VOTP,TIR,TIRUPATI,TIRUPETI,INDIA,104,13.632,79.543
NZTU,TIU,TIMARU,TIMARU,NEW ZEALAND,28,-44.303,171.225
LYTV,TIV,TIVAT,TIVAT,YUGOSLAVIA,7,42.404,18.723
GQND,TIY,TIDJIKJA,TIDJIKJA,MAURITANIA,41,18.57,-11.423
